<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>,Source
^_USNM,D,20190814,0,654.5,654.5,641.7,643.91,98014299.0,0,^_usnm.txt
^_USNM,D,20190815,0,644.11,644.19,635.19,637.18,80541983.0,0,^_usnm.txt
^_USNM,D,20190816,0,637.44,641.87,637.44,640.5,84298278.0,0,^_usnm.txt
^_USNM,D,20190819,0,643.31,649.04,643.31,644.02,128081569.0,0,^_usnm.txt
^_USNM,D,20190820,0,643.79,646.43,642.1,642.29,103410804.0,0,^_usnm.txt
^_USNM,D,20190821,0,643.44,650.0,643.44,648.71,94716353.0,0,^_usnm.txt
^_USNM,D,20190822,0,648.83,650.71,646.86,648.16,76015530.0,0,^_usnm.txt
^_USNM,D,20190823,0,648.6,649.85,642.65,642.82,100363817.0,0,^_usnm.txt
^_USNM,D,20190826,0,644.35,646.33,642.26,643.49,109591474.0,0,^_usnm.txt
^_USNM,D,20190827,0,644.15,645.64,639.91,639.93,105118921.0,0,^_usnm.txt
^_USNM,D,20190828,0,641.89,644.89,641.12,644.77,91150393.0,0,^_usnm.txt
^_USNM,D,20190829,0,647.81,649.25,646.45,646.45,112873587.0,0,^_usnm.txt
^_USNM,D,20190830,0,646.44,649.61,644.19,649.61,73416190.0,0,^_usnm.txt
^_USNM,D,20190903,0,649.61,650.53,646.62,647.84,107900279.0,0,^_usnm.txt
^_USNM,D,20190904,0,647.91,650.9,646.76,646.76,82952502.0,0,^_usnm.txt
^_USNM,D,20190905,0,647.61,647.61,644.8,645.57,113429388.0,0,^_usnm.txt
^_USNM,D,20190906,0,645.72,648.84,644.43,647.43,86253711.0,0,^_usnm.txt
^_USNM,D,20190909,0,649.03,650.57,647.21,648.69,104298052.0,0,^_usnm.txt
^_USNM,D,20190910,0,648.8,659.0,648.8,657.61,108310588.0,0,^_usnm.txt
^_USNM,D,20190911,0,657.67,663.02,657.67,662.63,125349162.0,0,^_usnm.txt
^_USNM,D,20190912,0,662.72,665.15,657.31,657.57,105226826.0,0,^_usnm.txt
^_USNM,D,20190913,0,658.2,660.07,656.97,658.12,97464219.0,0,^_usnm.txt
^_USNM,D,20190916,0,659.48,671.53,659.48,670.11,148691586.0,0,^_usnm.txt
^_USNM,D,20190917,0,670.2,670.2,662.87,663.45,96312259.0,0,^_usnm.txt
^_USNM,D,20190918,0,664.05,665.83,658.06,658.79,99920403.0,0,^_usnm.txt
^_USNM,D,20190919,0,660.07,662.84,659.52,659.8,96927877.0,0,^_usnm.txt
^_USNM,D,20190920,0,659.9,662.61,658.55,662.6,189321833.0,0,^_usnm.txt
^_USNM,D,20190923,0,662.78,663.92,659.39,662.09,96793389.0,0,^_usnm.txt
^_USNM,D,20190924,0,662.16,669.2,660.19,661.59,99873144.0,0,^_usnm.txt
^_USNM,D,20190925,0,661.71,662.44,656.38,656.38,85025514.0,0,^_usnm.txt
^_USNM,D,20190926,0,656.71,657.16,652.59,655.23,68381941.0,0,^_usnm.txt
^_USNM,D,20190927,0,654.81,655.26,649.99,650.0,77788105.0,0,^_usnm.txt
^_USNM,D,20190930,0,649.9,650.38,646.35,646.44,92505345.0,0,^_usnm.txt
^_USNM,D,20191001,0,647.47,648.8,639.68,639.96,78508257.0,0,^_usnm.txt
^_USNM,D,20191002,0,639.98,639.98,634.95,634.95,76486541.0,0,^_usnm.txt
^_USNM,D,20191003,0,635.17,636.54,631.33,632.84,69070530.0,0,^_usnm.txt
^_USNM,D,20191004,0,632.86,636.63,632.8,636.31,70673659.0,0,^_usnm.txt
^_USNM,D,20191007,0,636.26,639.38,635.9,638.28,62607965.0,0,^_usnm.txt
^_USNM,D,20191008,0,638.43,641.12,637.85,641.07,70091985.0,0,^_usnm.txt
^_USNM,D,20191009,0,642.42,644.3,640.69,640.78,57520557.0,0,^_usnm.txt
^_USNM,D,20191010,0,641.16,641.99,638.62,638.62,78099904.0,0,^_usnm.txt
^_USNM,D,20191011,0,640.53,642.1,640.18,640.22,74517394.0,0,^_usnm.txt
^_USNM,D,20191014,0,640.38,643.36,639.4,641.18,71086319.0,0,^_usnm.txt
^_USNM,D,20191015,0,641.2,642.11,638.36,639.09,72431309.0,0,^_usnm.txt
^_USNM,D,20191016,0,638.75,640.71,638.27,639.97,62098024.0,0,^_usnm.txt
^_USNM,D,20191017,0,639.96,644.56,639.96,642.75,93874500.0,0,^_usnm.txt
^_USNM,D,20191018,0,643.29,644.56,641.57,644.22,73610739.0,0,^_usnm.txt
^_USNM,D,20191021,0,644.97,646.39,641.75,641.75,71080784.0,0,^_usnm.txt
^_USNM,D,20191022,0,641.94,642.78,639.58,640.63,67708492.0,0,^_usnm.txt
^_USNM,D,20191023,0,640.81,643.05,639.37,642.3,64510039.0,0,^_usnm.txt
^_USNM,D,20191024,0,641.96,643.51,641.17,641.72,85275598.0,0,^_usnm.txt
^_USNM,D,20191025,0,642.06,642.33,640.08,640.67,90910800.0,0,^_usnm.txt
^_USNM,D,20191028,0,641.1,641.19,638.48,638.49,95255343.0,0,^_usnm.txt
^_USNM,D,20191029,0,636.0,637.89,635.46,635.66,101436450.0,0,^_usnm.txt
^_USNM,D,20191030,0,634.3,635.25,633.1,635.01,87462784.0,0,^_usnm.txt
^_USNM,D,20191031,0,634.48,635.55,633.28,634.04,86897494.0,0,^_usnm.txt
^_USNM,D,20191101,0,636.18,639.59,634.87,638.28,71429454.0,0,^_usnm.txt
^_USNM,D,20191104,0,639.63,643.3,639.63,643.07,89665131.0,0,^_usnm.txt
^_USNM,D,20191105,0,642.61,644.28,640.16,641.44,78963058.0,0,^_usnm.txt
^_USNM,D,20191106,0,641.48,641.79,637.93,638.99,72747848.0,0,^_usnm.txt
^_USNM,D,20191107,0,639.04,642.52,637.22,637.36,87469373.0,0,^_usnm.txt
^_USNM,D,20191108,0,636.95,636.95,634.21,635.59,70232878.0,0,^_usnm.txt
^_USNM,D,20191111,0,635.59,637.05,634.15,635.08,65133695.0,0,^_usnm.txt
^_USNM,D,20191112,0,635.02,635.82,633.04,633.77,93251955.0,0,^_usnm.txt
^_USNM,D,20191113,0,633.71,634.46,629.12,629.17,75809168.0,0,^_usnm.txt
^_USNM,D,20191114,0,629.12,629.89,626.78,626.81,73384456.0,0,^_usnm.txt
^_USNM,D,20191115,0,627.15,627.44,620.24,620.79,71035113.0,0,^_usnm.txt
^_USNM,D,20191118,0,622.85,624.85,619.79,620.08,94728222.0,0,^_usnm.txt
^_USNM,D,20191119,0,618.06,620.76,616.76,616.95,75876085.0,0,^_usnm.txt
^_USNM,D,20191120,0,617.06,620.18,614.42,614.43,81860364.0,0,^_usnm.txt
^_USNM,D,20191121,0,614.56,619.24,614.56,616.15,69415565.0,0,^_usnm.txt
^_USNM,D,20191122,0,618.18,620.38,615.64,619.01,64490109.0,0,^_usnm.txt
^_USNM,D,20191125,0,619.09,621.41,618.91,620.63,77636713.0,0,^_usnm.txt
^_USNM,D,20191126,0,621.8,623.21,620.1,620.67,69560406.0,0,^_usnm.txt
^_USNM,D,20191127,0,621.12,622.16,619.84,621.34,63384042.0,0,^_usnm.txt
^_USNM,D,20191129,0,622.39,629.52,622.39,629.47,54318434.0,0,^_usnm.txt
^_USNM,D,20191202,0,629.37,632.39,627.45,628.58,87581485.0,0,^_usnm.txt
^_USNM,D,20191203,0,629.83,629.83,626.67,627.86,117273376.0,0,^_usnm.txt
^_USNM,D,20191204,0,628.1,631.66,628.1,630.1,135561140.0,0,^_usnm.txt
^_USNM,D,20191205,0,629.95,635.7,629.86,632.01,103969937.0,0,^_usnm.txt
^_USNM,D,20191206,0,632.22,636.16,630.83,634.93,87072771.0,0,^_usnm.txt
^_USNM,D,20191209,0,635.14,638.81,635.14,636.31,81559101.0,0,^_usnm.txt
^_USNM,D,20191210,0,636.27,639.68,636.23,637.86,102333398.0,0,^_usnm.txt
^_USNM,D,20191211,0,638.04,643.89,638.04,641.13,140289049.0,0,^_usnm.txt
^_USNM,D,20191212,0,641.07,647.08,637.85,638.76,80176386.0,0,^_usnm.txt
^_USNM,D,20191213,0,638.74,640.88,637.53,638.29,98275602.0,0,^_usnm.txt
^_USNM,D,20191216,0,638.39,641.5,637.64,638.03,102968534.0,0,^_usnm.txt
^_USNM,D,20191217,0,638.0,640.97,637.46,638.18,100507853.0,0,^_usnm.txt
^_USNM,D,20191218,0,638.33,640.97,637.73,640.45,89800916.0,0,^_usnm.txt
^_USNM,D,20191219,0,640.73,644.14,640.73,642.85,86390599.0,0,^_usnm.txt
^_USNM,D,20191220,0,642.72,648.81,639.18,641.37,104786136.0,0,^_usnm.txt
^_USNM,D,20191223,0,641.28,643.48,640.05,642.9,96852173.0,0,^_usnm.txt
^_USNM,D,20191224,0,644.27,648.95,644.27,648.92,61779100.0,0,^_usnm.txt
^_USNM,D,20191226,0,649.1,655.42,649.1,655.21,92775508.0,0,^_usnm.txt
^_USNM,D,20191227,0,655.53,655.53,650.5,652.09,96715700.0,0,^_usnm.txt
^_USNM,D,20191230,0,652.1,654.27,650.52,653.27,101655164.0,0,^_usnm.txt
^_USNM,D,20191231,0,653.42,659.49,653.19,657.03,96594591.0,0,^_usnm.txt
^_USNM,D,20200102,0,657.28,665.08,657.28,665.07,107239767.0,0,^_usnm.txt
^_USNM,D,20200103,0,666.89,671.16,666.89,666.97,135680242.0,0,^_usnm.txt
^_USNM,D,20200106,0,667.12,673.79,667.12,673.41,157719336.0,0,^_usnm.txt
^_USNM,D,20200107,0,673.8,675.68,672.31,674.13,159861442.0,0,^_usnm.txt
^_USNM,D,20200108,0,674.11,675.68,667.92,668.83,145297709.0,0,^_usnm.txt
^_USNM,D,20200109,0,668.94,669.15,665.3,666.41,107620503.0,0,^_usnm.txt
^_USNM,D,20200110,0,666.55,666.55,663.19,663.62,121591684.0,0,^_usnm.txt
^_USNM,D,20200113,0,664.09,664.4,658.64,660.26,129427995.0,0,^_usnm.txt
^_USNM,D,20200114,0,661.19,664.56,661.06,662.77,131643872.0,0,^_usnm.txt
^_USNM,D,20200115,0,663.01,666.9,663.01,665.91,98989729.0,0,^_usnm.txt
^_USNM,D,20200116,0,666.34,672.79,666.34,672.04,119951298.0,0,^_usnm.txt
^_USNM,D,20200117,0,672.64,676.61,672.62,675.75,98338629.0,0,^_usnm.txt
^_USNM,D,20200121,0,676.41,680.76,675.85,680.45,155061992.0,0,^_usnm.txt
^_USNM,D,20200122,0,680.6,680.9,675.73,676.85,118962974.0,0,^_usnm.txt
^_USNM,D,20200123,0,677.22,677.73,674.36,677.19,133206146.0,0,^_usnm.txt
^_USNM,D,20200124,0,678.15,680.52,674.18,674.79,157259378.0,0,^_usnm.txt
^_USNM,D,20200127,0,675.04,676.0,667.98,667.98,146529139.0,0,^_usnm.txt
^_USNM,D,20200128,0,667.98,672.75,667.98,671.47,123719777.0,0,^_usnm.txt
^_USNM,D,20200129,0,671.88,672.44,665.92,667.32,103263758.0,0,^_usnm.txt
^_USNM,D,20200130,0,667.58,667.95,662.35,663.85,140779946.0,0,^_usnm.txt
^_USNM,D,20200131,0,665.17,672.03,658.64,660.46,122696661.0,0,^_usnm.txt
^_USNM,D,20200203,0,659.95,662.27,659.54,661.22,133662929.0,0,^_usnm.txt
^_USNM,D,20200204,0,661.66,665.91,661.66,662.42,197142759.0,0,^_usnm.txt
^_USNM,D,20200205,0,662.61,669.68,662.61,669.64,108530708.0,0,^_usnm.txt
^_USNM,D,20200206,0,669.64,673.47,669.64,670.72,93680791.0,0,^_usnm.txt
^_USNM,D,20200207,0,670.74,670.74,662.15,663.18,95213139.0,0,^_usnm.txt
^_USNM,D,20200210,0,665.11,666.84,662.8,663.66,120545022.0,0,^_usnm.txt
^_USNM,D,20200211,0,663.64,665.59,663.01,663.39,113123977.0,0,^_usnm.txt
^_USNM,D,20200212,0,663.41,666.57,663.41,663.8,151498381.0,0,^_usnm.txt
^_USNM,D,20200213,0,665.49,665.68,660.16,663.73,134620642.0,0,^_usnm.txt
^_USNM,D,20200214,0,663.94,667.37,660.89,663.22,124485532.0,0,^_usnm.txt
^_USNM,D,20200218,0,663.22,666.64,663.22,666.04,141299884.0,0,^_usnm.txt
^_USNM,D,20200219,0,668.62,671.56,666.86,669.92,196716895.0,0,^_usnm.txt
^_USNM,D,20200220,0,671.98,674.38,670.59,674.37,211538665.0,0,^_usnm.txt
^_USNM,D,20200221,0,677.58,677.58,673.44,673.78,181624716.0,0,^_usnm.txt
^_USNM,D,20200224,0,673.63,673.63,662.44,664.75,201794934.0,0,^_usnm.txt
^_USNM,D,20200225,0,664.85,665.37,649.04,649.67,185590106.0,0,^_usnm.txt
^_USNM,D,20200226,0,649.75,652.63,642.26,643.24,186350161.0,0,^_usnm.txt
^_USNM,D,20200227,0,643.12,643.82,624.19,626.7,368844558.0,0,^_usnm.txt
^_USNM,D,20200228,0,624.57,624.57,607.4,614.95,433231798.0,0,^_usnm.txt
^_USNM,D,20200302,0,615.57,630.28,615.57,630.21,233567892.0,0,^_usnm.txt
^_USNM,D,20200303,0,630.35,637.67,629.1,630.52,231523529.0,0,^_usnm.txt
^_USNM,D,20200304,0,630.77,637.42,630.77,637.41,220463516.0,0,^_usnm.txt
^_USNM,D,20200305,0,639.88,639.88,628.78,630.68,216148677.0,0,^_usnm.txt
^_USNM,D,20200306,0,628.45,628.45,612.58,614.94,170089235.0,0,^_usnm.txt
^_USNM,D,20200309,0,614.83,614.83,565.94,566.0,262935827.0,0,^_usnm.txt
^_USNM,D,20200310,0,565.91,577.54,557.55,565.16,192915571.0,0,^_usnm.txt
^_USNM,D,20200311,0,565.25,565.25,536.58,537.23,177145721.0,0,^_usnm.txt
^_USNM,D,20200312,0,537.17,537.17,485.01,485.19,270418528.0,0,^_usnm.txt
^_USNM,D,20200313,0,485.24,501.45,480.03,489.7,192417307.0,0,^_usnm.txt
^_USNM,D,20200316,0,484.74,484.74,447.22,447.69,172402026.0,0,^_usnm.txt
^_USNM,D,20200317,0,447.68,458.49,446.53,458.49,154457755.0,0,^_usnm.txt
^_USNM,D,20200318,0,455.21,455.21,405.11,406.81,193654404.0,0,^_usnm.txt
^_USNM,D,20200319,0,404.95,429.62,400.66,427.7,206029363.0,0,^_usnm.txt
^_USNM,D,20200320,0,428.03,441.22,424.99,424.99,188497091.0,0,^_usnm.txt
^_USNM,D,20200323,0,424.91,424.91,408.68,412.86,146314345.0,0,^_usnm.txt
^_USNM,D,20200324,0,417.24,440.11,417.24,440.11,155834843.0,0,^_usnm.txt
^_USNM,D,20200325,0,443.66,462.98,440.4,458.39,164335028.0,0,^_usnm.txt
^_USNM,D,20200326,0,458.61,475.89,458.61,474.21,150792869.0,0,^_usnm.txt
^_USNM,D,20200327,0,473.24,473.24,464.09,465.74,163214093.0,0,^_usnm.txt
^_USNM,D,20200330,0,466.37,470.6,462.89,464.71,179523424.0,0,^_usnm.txt
^_USNM,D,20200331,0,464.72,471.73,463.1,466.2,144346263.0,0,^_usnm.txt
^_USNM,D,20200401,0,465.98,465.98,449.97,451.2,158250211.0,0,^_usnm.txt
^_USNM,D,20200402,0,451.61,460.14,451.61,453.25,147562171.0,0,^_usnm.txt
^_USNM,D,20200403,0,454.97,458.18,443.67,446.63,155311770.0,0,^_usnm.txt
^_USNM,D,20200406,0,450.13,459.0,450.13,456.91,126000510.0,0,^_usnm.txt
^_USNM,D,20200407,0,456.86,469.99,456.86,462.68,164582946.0,0,^_usnm.txt
^_USNM,D,20200408,0,462.8,476.44,462.8,475.39,154889806.0,0,^_usnm.txt
^_USNM,D,20200409,0,476.09,495.5,476.09,490.96,185565156.0,0,^_usnm.txt
^_USNM,D,20200413,0,491.18,499.85,491.18,499.46,168475341.0,0,^_usnm.txt
^_USNM,D,20200414,0,499.81,511.32,499.81,506.78,185076903.0,0,^_usnm.txt
^_USNM,D,20200415,0,506.04,506.04,495.43,501.35,205626926.0,0,^_usnm.txt
^_USNM,D,20200416,0,501.37,503.7,494.08,496.61,162243753.0,0,^_usnm.txt
^_USNM,D,20200417,0,496.49,507.4,496.49,506.4,355103218.0,0,^_usnm.txt
^_USNM,D,20200420,0,505.6,510.7,501.17,503.59,216167274.0,0,^_usnm.txt
^_USNM,D,20200421,0,503.57,503.57,494.75,496.49,154803775.0,0,^_usnm.txt
^_USNM,D,20200422,0,500.26,507.49,500.26,507.08,238890776.0,0,^_usnm.txt
^_USNM,D,20200423,0,511.5,517.63,510.61,512.83,269066508.0,0,^_usnm.txt
^_USNM,D,20200424,0,513.08,520.26,513.08,515.56,321301408.0,0,^_usnm.txt
^_USNM,D,20200427,0,515.5,520.97,515.5,520.96,204028851.0,0,^_usnm.txt
^_USNM,D,20200428,0,520.98,526.47,520.29,525.87,355530091.0,0,^_usnm.txt
^_USNM,D,20200429,0,526.05,542.24,526.05,541.89,521261360.0,0,^_usnm.txt
^_USNM,D,20200430,0,541.79,543.04,533.75,534.96,366013283.0,0,^_usnm.txt
^_USNM,D,20200501,0,533.64,533.64,524.37,527.18,167644672.0,0,^_usnm.txt
^_USNM,D,20200504,0,527.23,528.9,525.07,528.9,223269160.0,0,^_usnm.txt
^_USNM,D,20200505,0,529.83,534.49,528.54,529.54,212098576.0,0,^_usnm.txt
^_USNM,D,20200506,0,529.61,530.48,523.78,524.86,165140469.0,0,^_usnm.txt
^_USNM,D,20200507,0,525.13,533.53,525.13,531.79,311228773.0,0,^_usnm.txt
^_USNM,D,20200508,0,532.27,540.25,532.27,539.66,258185387.0,0,^_usnm.txt
^_USNM,D,20200511,0,539.87,544.47,539.5,539.51,252675109.0,0,^_usnm.txt
^_USNM,D,20200512,0,539.85,541.49,534.23,534.58,256924629.0,0,^_usnm.txt
^_USNM,D,20200513,0,534.71,537.32,519.88,523.98,214315955.0,0,^_usnm.txt
^_USNM,D,20200514,0,523.93,524.96,516.85,524.96,250319186.0,0,^_usnm.txt
^_USNM,D,20200515,0,523.21,529.62,522.29,529.49,206416371.0,0,^_usnm.txt
^_USNM,D,20200518,0,529.45,545.51,529.45,545.5,275164424.0,0,^_usnm.txt
^_USNM,D,20200519,0,546.09,548.35,543.12,544.28,216850107.0,0,^_usnm.txt
^_USNM,D,20200520,0,544.43,551.21,544.43,551.21,178370236.0,0,^_usnm.txt
^_USNM,D,20200521,0,551.23,553.56,547.49,548.97,191968348.0,0,^_usnm.txt
^_USNM,D,20200522,0,549.02,554.21,548.55,554.21,208319377.0,0,^_usnm.txt
^_USNM,D,20200526,0,555.8,561.07,554.59,555.39,179188782.0,0,^_usnm.txt
^_USNM,D,20200527,0,556.03,560.44,549.3,560.44,284737753.0,0,^_usnm.txt
^_USNM,D,20200528,0,560.41,564.0,557.87,558.24,202554433.0,0,^_usnm.txt
^_USNM,D,20200529,0,558.31,560.97,556.8,560.42,198676295.0,0,^_usnm.txt
^_USNM,D,20200601,0,561.67,570.68,561.65,570.41,197763264.0,0,^_usnm.txt
^_USNM,D,20200602,0,570.62,574.92,570.53,571.84,202821960.0,0,^_usnm.txt
^_USNM,D,20200603,0,572.03,575.75,570.46,575.18,242024184.0,0,^_usnm.txt
^_USNM,D,20200604,0,575.83,582.29,575.83,582.29,340317842.0,0,^_usnm.txt
^_USNM,D,20200605,0,583.1,595.17,583.1,595.17,337240313.0,0,^_usnm.txt
^_USNM,D,20200608,0,600.87,619.17,600.87,619.15,431931277.0,0,^_usnm.txt
^_USNM,D,20200609,0,619.53,621.08,615.09,620.73,523867958.0,0,^_usnm.txt
^_USNM,D,20200610,0,625.39,625.84,612.3,617.36,612136614.0,0,^_usnm.txt
^_USNM,D,20200611,0,614.42,614.42,579.66,581.07,260238446.0,0,^_usnm.txt
^_USNM,D,20200612,0,587.13,597.22,584.07,590.39,248980066.0,0,^_usnm.txt
^_USNM,D,20200615,0,590.23,598.7,579.8,598.7,212794546.0,0,^_usnm.txt
^_USNM,D,20200616,0,602.25,609.48,601.79,609.47,264017890.0,0,^_usnm.txt
^_USNM,D,20200617,0,609.56,613.51,606.72,607.43,279687225.0,0,^_usnm.txt
^_USNM,D,20200618,0,607.46,609.42,604.79,606.17,271887567.0,0,^_usnm.txt
^_USNM,D,20200619,0,609.41,614.64,606.37,606.96,352396408.0,0,^_usnm.txt
^_USNM,D,20200622,0,606.94,610.11,606.0,609.73,245822945.0,0,^_usnm.txt
^_USNM,D,20200623,0,610.03,616.91,610.03,613.39,411116789.0,0,^_usnm.txt
^_USNM,D,20200624,0,613.39,613.39,598.01,603.29,256303515.0,0,^_usnm.txt
^_USNM,D,20200625,0,603.21,607.3,597.87,607.3,377582974.0,0,^_usnm.txt
^_USNM,D,20200626,0,607.44,607.93,594.89,595.66,594396454.0,0,^_usnm.txt
^_USNM,D,20200629,0,595.86,601.7,595.86,599.02,351705922.0,0,^_usnm.txt
^_USNM,D,20200630,0,599.64,603.28,596.19,602.22,270795074.0,0,^_usnm.txt
^_USNM,D,20200701,0,602.2,603.6,594.88,600.54,235308212.0,0,^_usnm.txt
^_USNM,D,20200702,0,600.54,605.51,598.96,599.5,404918483.0,0,^_usnm.txt
^_USNM,D,20200706,0,602.07,605.24,602.07,604.95,354739476.0,0,^_usnm.txt
^_USNM,D,20200707,0,604.9,607.78,603.69,605.66,399959061.0,0,^_usnm.txt
^_USNM,D,20200708,0,606.46,611.21,606.0,609.68,276646964.0,0,^_usnm.txt
^_USNM,D,20200709,0,612.95,613.76,603.33,606.06,270794263.0,0,^_usnm.txt
^_USNM,D,20200710,0,605.95,609.14,604.99,609.13,255590623.0,0,^_usnm.txt
^_USNM,D,20200713,0,609.21,612.3,597.61,597.61,342588580.0,0,^_usnm.txt
^_USNM,D,20200714,0,597.0,598.53,592.89,598.19,178837349.0,0,^_usnm.txt
^_USNM,D,20200715,0,598.26,609.25,598.26,608.41,296610657.0,0,^_usnm.txt
^_USNM,D,20200716,0,608.37,611.64,605.81,611.27,282817682.0,0,^_usnm.txt
^_USNM,D,20200717,0,612.54,618.11,612.16,618.1,287248583.0,0,^_usnm.txt
^_USNM,D,20200720,0,618.14,626.25,618.14,626.01,636885111.0,0,^_usnm.txt
^_USNM,D,20200721,0,626.36,636.53,626.36,635.62,474778940.0,0,^_usnm.txt
^_USNM,D,20200722,0,636.16,645.14,636.16,643.8,637449716.0,0,^_usnm.txt
^_USNM,D,20200723,0,643.91,646.3,635.49,638.34,468696333.0,0,^_usnm.txt
^_USNM,D,20200724,0,638.36,638.36,633.84,637.56,365669000.0,0,^_usnm.txt
^_USNM,D,20200727,0,641.77,644.79,640.41,643.22,370861634.0,0,^_usnm.txt
^_USNM,D,20200728,0,643.28,643.28,640.12,641.1,283994761.0,0,^_usnm.txt
^_USNM,D,20200729,0,641.31,643.72,638.66,642.65,300414849.0,0,^_usnm.txt
^_USNM,D,20200730,0,641.62,641.62,633.57,640.51,229524194.0,0,^_usnm.txt
^_USNM,D,20200731,0,640.86,643.72,637.88,639.35,234361787.0,0,^_usnm.txt
^_USNM,D,20200803,0,648.05,654.56,646.11,654.52,232258788.0,0,^_usnm.txt
^_USNM,D,20200804,0,654.44,662.44,653.13,662.44,245103919.0,0,^_usnm.txt
^_USNM,D,20200805,0,662.49,668.83,662.49,668.13,291987895.0,0,^_usnm.txt
^_USNM,D,20200806,0,668.16,669.69,662.71,663.59,287426798.0,0,^_usnm.txt
^_USNM,D,20200807,0,663.49,663.49,658.69,662.47,226491984.0,0,^_usnm.txt
^_USNM,D,20200810,0,662.7,668.95,662.7,667.98,283893508.0,0,^_usnm.txt
^_USNM,D,20200811,0,673.31,673.31,656.55,656.74,295177789.0,0,^_usnm.txt
^_USNM,D,20200812,0,656.79,662.03,656.79,658.16,508769474.0,0,^_usnm.txt
^_USNM,D,20200813,0,658.8,665.79,658.8,663.46,630931924.0,0,^_usnm.txt
^_USNM,D,20200814,0,662.9,662.9,655.04,656.87,206471754.0,0,^_usnm.txt
^_USNM,D,20200817,0,660.21,663.84,658.25,663.83,447060570.0,0,^_usnm.txt
^_USNM,D,20200818,0,664.13,665.45,656.68,658.2,251866468.0,0,^_usnm.txt
^_USNM,D,20200819,0,658.17,659.18,651.44,652.68,283701006.0,0,^_usnm.txt
^_USNM,D,20200820,0,652.58,652.58,645.31,646.87,200971149.0,0,^_usnm.txt
^_USNM,D,20200821,0,645.24,645.24,635.26,636.61,185009118.0,0,^_usnm.txt
^_USNM,D,20200824,0,636.63,637.65,624.76,625.39,355158862.0,0,^_usnm.txt
^_USNM,D,20200825,0,625.48,628.09,622.95,628.07,268337667.0,0,^_usnm.txt
^_USNM,D,20200826,0,628.01,635.2,627.79,635.18,329062741.0,0,^_usnm.txt
^_USNM,D,20200827,0,635.53,638.74,630.13,632.49,277543711.0,0,^_usnm.txt
^_USNM,D,20200828,0,633.69,638.6,633.16,638.6,201306155.0,0,^_usnm.txt
^_USNM,D,20200831,0,638.5,639.38,633.76,633.93,225156349.0,0,^_usnm.txt
^_USNM,D,20200901,0,634.1,635.46,628.86,631.98,190696190.0,0,^_usnm.txt
^_USNM,D,20200902,0,632.05,632.73,626.46,630.1,190157270.0,0,^_usnm.txt
^_USNM,D,20200903,0,630.3,630.3,619.0,620.56,223798234.0,0,^_usnm.txt
^_USNM,D,20200904,0,620.51,620.7,605.82,617.77,263177358.0,0,^_usnm.txt
^_USNM,D,20200908,0,617.7,617.7,609.26,614.5,154205522.0,0,^_usnm.txt
^_USNM,D,20200909,0,614.38,621.81,614.38,620.87,173369216.0,0,^_usnm.txt
^_USNM,D,20200910,0,620.83,624.57,616.82,617.93,131342075.0,0,^_usnm.txt
^_USNM,D,20200911,0,617.96,619.59,613.23,614.17,118643523.0,0,^_usnm.txt
^_USNM,D,20200914,0,614.4,625.13,614.4,624.68,148281727.0,0,^_usnm.txt
^_USNM,D,20200915,0,625.08,632.96,625.08,630.33,155687494.0,0,^_usnm.txt
^_USNM,D,20200916,0,630.45,639.01,630.45,634.7,212214393.0,0,^_usnm.txt
^_USNM,D,20200917,0,634.77,636.73,630.9,635.91,290529709.0,0,^_usnm.txt
^_USNM,D,20200918,0,636.14,638.53,632.76,632.76,211392344.0,0,^_usnm.txt
^_USNM,D,20200921,0,632.5,635.04,617.68,618.04,232520432.0,0,^_usnm.txt
^_USNM,D,20200922,0,617.95,620.36,615.95,617.51,164718768.0,0,^_usnm.txt
^_USNM,D,20200923,0,617.22,617.22,600.06,600.7,200726209.0,0,^_usnm.txt
^_USNM,D,20200924,0,600.67,602.68,592.63,600.32,188296230.0,0,^_usnm.txt
^_USNM,D,20200925,0,600.57,607.37,599.14,606.17,169201054.0,0,^_usnm.txt
^_USNM,D,20200928,0,606.91,613.86,606.91,613.05,168537563.0,0,^_usnm.txt
^_USNM,D,20200929,0,615.14,623.66,615.14,622.43,325030715.0,0,^_usnm.txt
^_USNM,D,20200930,0,622.55,622.55,614.82,617.55,167148445.0,0,^_usnm.txt
^_USNM,D,20201001,0,617.58,620.14,615.81,619.19,115737246.0,0,^_usnm.txt
^_USNM,D,20201002,0,618.87,621.77,614.0,620.86,222413521.0,0,^_usnm.txt
^_USNM,D,20201005,0,620.86,628.02,620.86,625.68,152195440.0,0,^_usnm.txt
^_USNM,D,20201006,0,626.19,632.45,621.45,621.45,206420573.0,0,^_usnm.txt
^_USNM,D,20201007,0,621.57,634.19,621.57,634.17,272037077.0,0,^_usnm.txt
^_USNM,D,20201008,0,636.09,644.85,636.09,644.17,629293124.0,0,^_usnm.txt
^_USNM,D,20201009,0,644.18,650.63,644.18,648.36,345979067.0,0,^_usnm.txt
^_USNM,D,20201012,0,648.31,649.0,646.14,648.23,175628330.0,0,^_usnm.txt
^_USNM,D,20201013,0,648.14,648.53,644.46,646.53,236140503.0,0,^_usnm.txt
^_USNM,D,20201014,0,648.24,649.19,645.54,646.95,165981999.0,0,^_usnm.txt
