Country,<TICKER>,<DATE>,<CLOSE>,<VOL>,Date,Year,Quarter,CountryID,IMF based exchange rate,Population,Currency,Per capita GNI,Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Imports of goods and services,Gross National Income(GNI) in USD,Gross Domestic Product (GDP)
"China, Hong Kong SAR",^_HK,20170630,952.44,22238640012.0,2017-06-30,2017,2017Q2,344,7.79325,7461519, Hong Kong Dollar ,47725,645000000000.0,263000000000.0,33547877971.0,641000000000.0,356000000000.0,341000000000.0
"China, Hong Kong SAR",^_HK,20170929,988.45,17246352590.0,2017-09-29,2017,2017Q3,344,7.79325,7461519, Hong Kong Dollar ,47725,645000000000.0,263000000000.0,33547877971.0,641000000000.0,356000000000.0,341000000000.0
"China, Hong Kong SAR",^_HK,20171229,1002.34,12945529874.0,2017-12-29,2017,2017Q4,344,7.79325,7461519, Hong Kong Dollar ,47725,645000000000.0,263000000000.0,33547877971.0,641000000000.0,356000000000.0,341000000000.0
"China, Hong Kong SAR",^_HK,20180329,852.14,13009586896.0,2018-03-29,2018,2018Q1,344,7.8385,7481555, Hong Kong Dollar ,50649,681000000000.0,283000000000.0,35902277221.0,682000000000.0,379000000000.0,362000000000.0
"China, Hong Kong SAR",^_HK,20180628,782.57,14266978261.0,2018-06-28,2018,2018Q2,344,7.8385,7481555, Hong Kong Dollar ,50649,681000000000.0,283000000000.0,35902277221.0,682000000000.0,379000000000.0,362000000000.0
"China, Hong Kong SAR",^_HK,20180927,690.56,7473242363.0,2018-09-27,2018,2018Q3,344,7.8385,7481555, Hong Kong Dollar ,50649,681000000000.0,283000000000.0,35902277221.0,682000000000.0,379000000000.0,362000000000.0
"China, Hong Kong SAR",^_HK,20181231,625.57,4595144518.0,2018-12-31,2018,2018Q4,344,7.8385,7481555, Hong Kong Dollar ,50649,681000000000.0,283000000000.0,35902277221.0,682000000000.0,379000000000.0,362000000000.0
"China, Hong Kong SAR",^_HK,20190329,673.09,15174999367.0,2019-03-29,2019,2019Q1,344,7.835916667,7496122, Hong Kong Dollar ,50879,645000000000.0,291000000000.0,39489572588.0,639000000000.0,381000000000.0,363000000000.0
"China, Hong Kong SAR",^_HK,20190628,614.34,9744239877.0,2019-06-28,2019,2019Q2,344,7.835916667,7496122, Hong Kong Dollar ,50879,645000000000.0,291000000000.0,39489572588.0,639000000000.0,381000000000.0,363000000000.0
"China, Hong Kong SAR",^_HK,20190930,556.08,9441933684.0,2019-09-30,2019,2019Q3,344,7.835916667,7496122, Hong Kong Dollar ,50879,645000000000.0,291000000000.0,39489572588.0,639000000000.0,381000000000.0,363000000000.0
"China, Hong Kong SAR",^_HK,20191231,548.34,6306063707.0,2019-12-31,2019,2019Q4,344,7.835916667,7496122, Hong Kong Dollar ,50879,645000000000.0,291000000000.0,39489572588.0,639000000000.0,381000000000.0,363000000000.0
"China, Hong Kong SAR",^_HK,20200331,437.82,12438941035.0,2020-03-31,2020,2020Q1,344,7.75725,7500958, Hong Kong Dollar ,48667,608000000000.0,273000000000.0,43949982275.0,601000000000.0,365000000000.0,345000000000.0
"China, Hong Kong SAR",^_HK,20200630,444.56,12253596817.0,2020-06-30,2020,2020Q2,344,7.75725,7500958, Hong Kong Dollar ,48667,608000000000.0,273000000000.0,43949982275.0,601000000000.0,365000000000.0,345000000000.0
"China, Hong Kong SAR",^_HK,20200930,441.71,10610795718.0,2020-09-30,2020,2020Q3,344,7.75725,7500958, Hong Kong Dollar ,48667,608000000000.0,273000000000.0,43949982275.0,601000000000.0,365000000000.0,345000000000.0
"China, Hong Kong SAR",^_HK,20201231,465.79,10795774776.0,2020-12-31,2020,2020Q4,344,7.75725,7500958, Hong Kong Dollar ,48667,608000000000.0,273000000000.0,43949982275.0,601000000000.0,365000000000.0,345000000000.0
"China, Hong Kong SAR",^_HK,20210331,505.62,13741612826.0,2021-03-31,2021,2021Q1,344,7.77325,7494578, Hong Kong Dollar ,52777,751000000000.0,286000000000.0,46264432509.0,734000000000.0,396000000000.0,369000000000.0
"China, Hong Kong SAR",^_HK,20210630,528.26,12504002252.0,2021-06-30,2021,2021Q2,344,7.77325,7494578, Hong Kong Dollar ,52777,751000000000.0,286000000000.0,46264432509.0,734000000000.0,396000000000.0,369000000000.0
"China, Hong Kong SAR",^_HK,20210930,484.93,9964979580.0,2021-09-30,2021,2021Q3,344,7.77325,7494578, Hong Kong Dollar ,52777,751000000000.0,286000000000.0,46264432509.0,734000000000.0,396000000000.0,369000000000.0
"China, Hong Kong SAR",^_HK,20211231,459.34,5416316100.0,2021-12-31,2021,2021Q4,344,7.77325,7494578, Hong Kong Dollar ,52777,751000000000.0,286000000000.0,46264432509.0,734000000000.0,396000000000.0,369000000000.0
Hungary,^_HU,20160331,858.68,4367702.0,2016-03-31,2016,2016Q1,348,281.5233333,9815104, Forint ,12750,111000000000.0,90085893413.0,25671943119.0,100000000000.0,125000000000.0,129000000000.0
Hungary,^_HU,20160630,849.76,3913224.0,2016-06-30,2016,2016Q2,348,281.5233333,9815104, Forint ,12750,111000000000.0,90085893413.0,25671943119.0,100000000000.0,125000000000.0,129000000000.0
Hungary,^_HU,20160930,922.151,2406059.0,2016-09-30,2016,2016Q3,348,281.5233333,9815104, Forint ,12750,111000000000.0,90085893413.0,25671943119.0,100000000000.0,125000000000.0,129000000000.0
Hungary,^_HU,20161230,966.84,1769074.0,2016-12-30,2016,2016Q4,348,281.5233333,9815104, Forint ,12750,111000000000.0,90085893413.0,25671943119.0,100000000000.0,125000000000.0,129000000000.0
Hungary,^_HU,20170331,1063.99,4189355.0,2017-03-31,2017,2017Q1,348,274.4333333,9788941, Forint ,14028,123000000000.0,101000000000.0,28898388194.0,114000000000.0,137000000000.0,143000000000.0
Hungary,^_HU,20170630,1220.66,7369938.0,2017-06-30,2017,2017Q2,348,274.4333333,9788941, Forint ,14028,123000000000.0,101000000000.0,28898388194.0,114000000000.0,137000000000.0,143000000000.0
Hungary,^_HU,20170929,1519.77,6661680.0,2017-09-29,2017,2017Q3,348,274.4333333,9788941, Forint ,14028,123000000000.0,101000000000.0,28898388194.0,114000000000.0,137000000000.0,143000000000.0
Hungary,^_HU,20171229,1993.17,4175731.0,2017-12-29,2017,2017Q4,348,274.4333333,9788941, Forint ,14028,123000000000.0,101000000000.0,28898388194.0,114000000000.0,137000000000.0,143000000000.0
Hungary,^_HU,20180329,1955.61,5555440.0,2018-03-29,2018,2018Q1,348,270.2116667,9776358, Forint ,15780,134000000000.0,111000000000.0,31616325473.0,128000000000.0,154000000000.0,161000000000.0
Hungary,^_HU,20180629,2143.77,2814375.0,2018-06-29,2018,2018Q2,348,270.2116667,9776358, Forint ,15780,134000000000.0,111000000000.0,31616325473.0,128000000000.0,154000000000.0,161000000000.0
Hungary,^_HU,20180928,2017.63,5799096.0,2018-09-28,2018,2018Q3,348,270.2116667,9776358, Forint ,15780,134000000000.0,111000000000.0,31616325473.0,128000000000.0,154000000000.0,161000000000.0
Hungary,^_HU,20181228,2138.18,5664198.0,2018-12-28,2018,2018Q4,348,270.2116667,9776358, Forint ,15780,134000000000.0,111000000000.0,31616325473.0,128000000000.0,154000000000.0,161000000000.0
Hungary,^_HU,20190329,2455.13,11824583.0,2019-03-29,2019,2019Q1,348,290.66,9771796, Forint ,16339,134000000000.0,114000000000.0,32907166449.0,130000000000.0,160000000000.0,164000000000.0
Hungary,^_HU,20190628,2527.98,3096664.0,2019-06-28,2019,2019Q2,348,290.66,9771796, Forint ,16339,134000000000.0,114000000000.0,32907166449.0,130000000000.0,160000000000.0,164000000000.0
Hungary,^_HU,20190930,2704.06,4738199.0,2019-09-30,2019,2019Q3,348,290.66,9771796, Forint ,16339,134000000000.0,114000000000.0,32907166449.0,130000000000.0,160000000000.0,164000000000.0
Hungary,^_HU,20191230,2702.56,5675899.0,2019-12-30,2019,2019Q4,348,290.66,9771796, Forint ,16339,134000000000.0,114000000000.0,32907166449.0,130000000000.0,160000000000.0,164000000000.0
Hungary,^_HU,20200331,2026.07,34317503.0,2020-03-31,2020,2020Q1,348,307.9966667,9750573, Forint ,15738,124000000000.0,111000000000.0,33492800788.0,121000000000.0,153000000000.0,157000000000.0
Hungary,^_HU,20200630,2147.49,4911289.0,2020-06-30,2020,2020Q2,348,307.9966667,9750573, Forint ,15738,124000000000.0,111000000000.0,33492800788.0,121000000000.0,153000000000.0,157000000000.0
Hungary,^_HU,20200930,2091.73,4265561.0,2020-09-30,2020,2020Q3,348,307.9966667,9750573, Forint ,15738,124000000000.0,111000000000.0,33492800788.0,121000000000.0,153000000000.0,157000000000.0
Hungary,^_HU,20201230,2316.08,6774012.0,2020-12-30,2020,2020Q4,348,307.9966667,9750573, Forint ,15738,124000000000.0,111000000000.0,33492800788.0,121000000000.0,153000000000.0,157000000000.0
Hungary,^_HU,20210331,2558.49,4485181.0,2021-03-31,2021,2021Q1,348,303.1408333,9709786, Forint ,18139,148000000000.0,126000000000.0,37981128683.0,148000000000.0,176000000000.0,182000000000.0
Hungary,^_HU,20210630,2494.16,4944431.0,2021-06-30,2021,2021Q2,348,303.1408333,9709786, Forint ,18139,148000000000.0,126000000000.0,37981128683.0,148000000000.0,176000000000.0,182000000000.0
Hungary,^_HU,20210930,2689.76,6613486.0,2021-09-30,2021,2021Q3,348,303.1408333,9709786, Forint ,18139,148000000000.0,126000000000.0,37981128683.0,148000000000.0,176000000000.0,182000000000.0
Hungary,^_HU,20211230,2956.08,3049602.0,2021-12-30,2021,2021Q4,348,303.1408333,9709786, Forint ,18139,148000000000.0,126000000000.0,37981128683.0,148000000000.0,176000000000.0,182000000000.0
Japan,^_JP,20160331,872.02,2377495321.0,2016-03-31,2016,2016Q1,392,108.7929,126993857, Yen ,40772,803000000000.0,3720000000000.0,984000000000.0,763000000000.0,5180000000000.0,5000000000000.0
Japan,^_JP,20160630,817.6,2206346657.0,2016-06-30,2016,2016Q2,392,108.7929,126993857, Yen ,40772,803000000000.0,3720000000000.0,984000000000.0,763000000000.0,5180000000000.0,5000000000000.0
Japan,^_JP,20160930,865.07,2076392913.0,2016-09-30,2016,2016Q3,392,108.7929,126993857, Yen ,40772,803000000000.0,3720000000000.0,984000000000.0,763000000000.0,5180000000000.0,5000000000000.0
Japan,^_JP,20161230,969.51,1914737118.0,2016-12-30,2016,2016Q4,392,108.7929,126993857, Yen ,40772,803000000000.0,3720000000000.0,984000000000.0,763000000000.0,5180000000000.0,5000000000000.0
Japan,^_JP,20170331,1025.71,2507716178.0,2017-03-31,2017,2017Q1,392,112.1661411,126662472, Yen ,40369,867000000000.0,3650000000000.0,957000000000.0,830000000000.0,5110000000000.0,4930000000000.0
Japan,^_JP,20170630,1097.44,2388906129.0,2017-06-30,2017,2017Q2,392,112.1661411,126662472, Yen ,40369,867000000000.0,3650000000000.0,957000000000.0,830000000000.0,5110000000000.0,4930000000000.0
Japan,^_JP,20170929,1172.81,2096255229.0,2017-09-29,2017,2017Q3,392,112.1661411,126662472, Yen ,40369,867000000000.0,3650000000000.0,957000000000.0,830000000000.0,5110000000000.0,4930000000000.0
Japan,^_JP,20171229,1262.31,1190235643.0,2017-12-29,2017,2017Q4,392,112.1661411,126662472, Yen ,40369,867000000000.0,3650000000000.0,957000000000.0,830000000000.0,5110000000000.0,4930000000000.0
Japan,^_JP,20180330,1276.94,1419322377.0,2018-03-30,2018,2018Q1,392,110.4231793,126255866, Yen ,41429,923000000000.0,3750000000000.0,986000000000.0,922000000000.0,5230000000000.0,5040000000000.0
Japan,^_JP,20180627,1249.42,1586490222.0,2018-06-27,2018,2018Q2,392,110.4231793,126255866, Yen ,41429,923000000000.0,3750000000000.0,986000000000.0,922000000000.0,5230000000000.0,5040000000000.0
Japan,^_JP,20180928,1278.83,1805750773.0,2018-09-28,2018,2018Q3,392,110.4231793,126255866, Yen ,41429,923000000000.0,3750000000000.0,986000000000.0,922000000000.0,5230000000000.0,5040000000000.0
Japan,^_JP,20181228,1066.29,1364721955.0,2018-12-28,2018,2018Q4,392,110.4231793,126255866, Yen ,41429,923000000000.0,3750000000000.0,986000000000.0,922000000000.0,5230000000000.0,5040000000000.0
Japan,^_JP,20190329,1154.41,1382229898.0,2019-03-29,2019,2019Q1,392,109.0096659,125791677, Yen ,42320,894000000000.0,3820000000000.0,1020000000000.0,909000000000.0,5320000000000.0,5120000000000.0
Japan,^_JP,20190628,1117.88,1356781510.0,2019-06-28,2019,2019Q2,392,109.0096659,125791677, Yen ,42320,894000000000.0,3820000000000.0,1020000000000.0,909000000000.0,5320000000000.0,5120000000000.0
Japan,^_JP,20190930,1113.35,1405210001.0,2019-09-30,2019,2019Q3,392,109.0096659,125791677, Yen ,42320,894000000000.0,3820000000000.0,1020000000000.0,909000000000.0,5320000000000.0,5120000000000.0
Japan,^_JP,20191230,1231.34,2858585570.0,2019-12-30,2019,2019Q4,392,109.0096659,125791677, Yen ,42320,894000000000.0,3820000000000.0,1020000000000.0,909000000000.0,5320000000000.0,5120000000000.0
Japan,^_JP,20200331,975.65,2144025514.0,2020-03-31,2020,2020Q1,392,106.7745823,125244761, Yen ,41701,784000000000.0,3770000000000.0,1060000000000.0,796000000000.0,5220000000000.0,5040000000000.0
Japan,^_JP,20200630,1157.58,2014904421.0,2020-06-30,2020,2020Q2,392,106.7745823,125244761, Yen ,41701,784000000000.0,3770000000000.0,1060000000000.0,796000000000.0,5220000000000.0,5040000000000.0
Japan,^_JP,20200930,1223.13,3007519452.0,2020-09-30,2020,2020Q3,392,106.7745823,125244761, Yen ,41701,784000000000.0,3770000000000.0,1060000000000.0,796000000000.0,5220000000000.0,5040000000000.0
Japan,^_JP,20201230,1223.24,1828139909.0,2020-12-30,2020,2020Q4,392,106.7745823,125244761, Yen ,41701,784000000000.0,3770000000000.0,1060000000000.0,796000000000.0,5220000000000.0,5040000000000.0
Japan,^_JP,20210331,1333.57,1727195997.0,2021-03-31,2021,2021Q1,392,109.7543238,124612530, Yen ,41162,910000000000.0,3720000000000.0,1060000000000.0,936000000000.0,5130000000000.0,4940000000000.0
Japan,^_JP,20210630,1303.8,1389306274.0,2021-06-30,2021,2021Q2,392,109.7543238,124612530, Yen ,41162,910000000000.0,3720000000000.0,1060000000000.0,936000000000.0,5130000000000.0,4940000000000.0
Japan,^_JP,20210930,1320.98,1818338746.0,2021-09-30,2021,2021Q3,392,109.7543238,124612530, Yen ,41162,910000000000.0,3720000000000.0,1060000000000.0,936000000000.0,5130000000000.0,4940000000000.0
Japan,^_JP,20211230,1221.69,1073217259.0,2021-12-30,2021,2021Q4,392,109.7543238,124612530, Yen ,41162,910000000000.0,3720000000000.0,1060000000000.0,936000000000.0,5130000000000.0,4940000000000.0
Poland,^_PL,19910625,12.12,25210.0,1991-06-25,1991,1991Q2,616,1.057605833,38167382, Zloty ,2124,18217069529.0,71014400292.0,21071701098.0,19669687273.0,81086002268.0,85650633861.0
Poland,^_PL,19910924,9.04,92319.0,1991-09-24,1991,1991Q3,616,1.057605833,38167382, Zloty ,2124,18217069529.0,71014400292.0,21071701098.0,19669687273.0,81086002268.0,85650633861.0
Poland,^_PL,19911231,11.59,108714.0,1991-12-31,1991,1991Q4,616,1.057605833,38167382, Zloty ,2124,18217069529.0,71014400292.0,21071701098.0,19669687273.0,81086002268.0,85650633861.0
Poland,^_PL,19920331,10.68,159181.0,1992-03-31,1992,1992Q1,616,1.362643333,38252276, Zloty ,2314,20244885309.0,79335778744.0,22020464392.0,18901227027.0,88499717461.0,94471882591.0
Poland,^_PL,19920630,7.09,380673.0,1992-06-30,1992,1992Q2,616,1.362643333,38252276, Zloty ,2314,20244885309.0,79335778744.0,22020464392.0,18901227027.0,88499717461.0,94471882591.0
Poland,^_PL,19920929,8.68,1587041.0,1992-09-29,1992,1992Q3,616,1.362643333,38252276, Zloty ,2314,20244885309.0,79335778744.0,22020464392.0,18901227027.0,88499717461.0,94471882591.0
Poland,^_PL,19921229,10.98,916374.0,1992-12-29,1992,1992Q4,616,1.362643333,38252276, Zloty ,2314,20244885309.0,79335778744.0,22020464392.0,18901227027.0,88499717461.0,94471882591.0
Poland,^_PL,19930330,14.49,740172.0,1993-03-30,1993,1993Q1,616,1.811496667,38319296, Zloty ,2371,19975092235.0,80863732567.0,21145220251.0,19092821774.0,90851818294.0,96310106560.0
Poland,^_PL,19930629,39.15,2782610.0,1993-06-29,1993,1993Q2,616,1.811496667,38319296, Zloty ,2371,19975092235.0,80863732567.0,21145220251.0,19092821774.0,90851818294.0,96310106560.0
Poland,^_PL,19930930,91.97,3339750.0,1993-09-30,1993,1993Q3,616,1.811496667,38319296, Zloty ,2371,19975092235.0,80863732567.0,21145220251.0,19092821774.0,90851818294.0,96310106560.0
Poland,^_PL,19931230,159.04,5400022.0,1993-12-30,1993,1993Q4,616,1.811496667,38319296, Zloty ,2371,19975092235.0,80863732567.0,21145220251.0,19092821774.0,90851818294.0,96310106560.0
Poland,^_PL,19940331,217.05,2878407.0,1994-03-31,1994,1994Q1,616,2.272276667,38375459, Zloty ,2815,23717051181.0,89199706608.0,20985815988.0,21527021651.0,108000000000.0,111000000000.0
Poland,^_PL,19940630,112.7,2459070.0,1994-06-30,1994,1994Q2,616,2.272276667,38375459, Zloty ,2815,23717051181.0,89199706608.0,20985815988.0,21527021651.0,108000000000.0,111000000000.0
Poland,^_PL,19940929,127.1,1688306.0,1994-09-29,1994,1994Q3,616,2.272276667,38375459, Zloty ,2815,23717051181.0,89199706608.0,20985815988.0,21527021651.0,108000000000.0,111000000000.0
Poland,^_PL,19941229,101.89,2243034.0,1994-12-29,1994,1994Q4,616,2.272276667,38375459, Zloty ,2815,23717051181.0,89199706608.0,20985815988.0,21527021651.0,108000000000.0,111000000000.0
Poland,^_PL,19950331,89.24,1422128.0,1995-03-31,1995,1995Q1,616,2.424983333,38401978, Zloty ,3587,32643935697.0,111000000000.0,26881834239.0,29569687764.0,138000000000.0,142000000000.0
Poland,^_PL,19950630,125.4,3574468.0,1995-06-30,1995,1995Q2,616,2.424983333,38401978, Zloty ,3587,32643935697.0,111000000000.0,26881834239.0,29569687764.0,138000000000.0,142000000000.0
Poland,^_PL,19950929,123.18,1966595.0,1995-09-29,1995,1995Q3,616,2.424983333,38401978, Zloty ,3587,32643935697.0,111000000000.0,26881834239.0,29569687764.0,138000000000.0,142000000000.0
Poland,^_PL,19951229,106.67,1947707.0,1995-12-29,1995,1995Q4,616,2.424983333,38401978, Zloty ,3587,32643935697.0,111000000000.0,26881834239.0,29569687764.0,138000000000.0,142000000000.0
Poland,^_PL,19960329,152.48,4440969.0,1996-03-29,1996,1996Q1,616,2.6961,38401408, Zloty ,4072,35353288083.0,128000000000.0,29652090056.0,37618411780.0,156000000000.0,160000000000.0
Poland,^_PL,19960628,177.49,3466094.0,1996-06-28,1996,1996Q2,616,2.6961,38401408, Zloty ,4072,35353288083.0,128000000000.0,29652090056.0,37618411780.0,156000000000.0,160000000000.0
Poland,^_PL,19960930,191.33,3750065.0,1996-09-30,1996,1996Q3,616,2.6961,38401408, Zloty ,4072,35353288083.0,128000000000.0,29652090056.0,37618411780.0,156000000000.0,160000000000.0
Poland,^_PL,19961231,186.64,2477803.0,1996-12-31,1996,1996Q4,616,2.6961,38401408, Zloty ,4072,35353288083.0,128000000000.0,29652090056.0,37618411780.0,156000000000.0,160000000000.0
Poland,^_PL,19970327,246.8,5775668.0,1997-03-27,1997,1997Q1,616,3.279291667,38396130, Zloty ,4083,37183639760.0,128000000000.0,28825737265.0,43365157618.0,157000000000.0,159000000000.0
Poland,^_PL,19970630,228.09,3939809.0,1997-06-30,1997,1997Q2,616,3.279291667,38396130, Zloty ,4083,37183639760.0,128000000000.0,28825737265.0,43365157618.0,157000000000.0,159000000000.0
Poland,^_PL,19970930,234.83,4359097.0,1997-09-30,1997,1997Q3,616,3.279291667,38396130, Zloty ,4083,37183639760.0,128000000000.0,28825737265.0,43365157618.0,157000000000.0,159000000000.0
Poland,^_PL,19971231,203.99,4317551.0,1997-12-31,1997,1997Q4,616,3.279291667,38396130, Zloty ,4083,37183639760.0,128000000000.0,28825737265.0,43365157618.0,157000000000.0,159000000000.0
Poland,^_PL,19980331,215.83,5016108.0,1998-03-31,1998,1998Q1,616,3.4754,38379990, Zloty ,4496,45328595270.0,139000000000.0,30921620533.0,53786614490.0,173000000000.0,175000000000.0
Poland,^_PL,19980630,167.68,7593018.0,1998-06-30,1998,1998Q2,616,3.4754,38379990, Zloty ,4496,45328595270.0,139000000000.0,30921620533.0,53786614490.0,173000000000.0,175000000000.0
Poland,^_PL,19980930,119.81,6856881.0,1998-09-30,1998,1998Q3,616,3.4754,38379990, Zloty ,4496,45328595270.0,139000000000.0,30921620533.0,53786614490.0,173000000000.0,175000000000.0
Poland,^_PL,19981231,134.33,5886672.0,1998-12-31,1998,1998Q4,616,3.4754,38379990, Zloty ,4496,45328595270.0,139000000000.0,30921620533.0,53786614490.0,173000000000.0,175000000000.0
Poland,^_PL,19990331,145.15,15384446.0,1999-03-31,1999,1999Q1,616,3.967108333,38354956, Zloty ,4372,40963590188.0,137000000000.0,30396195382.0,51042720033.0,168000000000.0,170000000000.0
