Date,<TICKER>,<OPEN>,<CLOSE>,<VOL>,Year,Country,GDP,GNI (USD),Population,Exchange Rate (AMA)
09-08,PLNC,995.56,999.37,16073662.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-09,PLNC,999.4,1000.23,20298978.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-10,PLNC,1001.32,999.07,10883539.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-13,PLNC,999.35,999.5,22238452.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-14,PLNC,1000.83,1001.99,30513513.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-15,PLNC,1001.39,1003.01,12900040.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-16,PLNC,1003.78,1002.97,9205261.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-17,PLNC,1003.1,1002.0,10259758.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-20,PLNC,1001.78,983.55,11030260.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-21,PLNC,983.25,986.95,8407809.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-22,PLNC,986.9,995.63,8827748.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-23,PLNC,995.45,994.25,8651362.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-24,PLNC,995.88,998.95,9343364.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-27,PLNC,998.84,995.25,7904110.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-28,PLNC,996.26,990.43,7729504.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-29,PLNC,990.52,991.05,8925705.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
09-30,PLNC,992.03,989.53,9076833.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-01,PLNC,989.67,985.66,12873531.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-04,PLNC,986.22,976.35,11818767.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-05,PLNC,976.8,971.45,9190285.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-06,PLNC,971.31,965.36,10437307.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-07,PLNC,965.36,967.42,10386913.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-08,PLNC,968.13,963.49,18829069.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-11,PLNC,963.82,970.2,15751836.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-12,PLNC,970.26,966.67,11290900.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-13,PLNC,966.33,962.36,9458911.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-14,PLNC,962.81,962.49,10360210.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-15,PLNC,964.4,970.17,10862757.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-18,PLNC,970.26,964.13,19766282.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-19,PLNC,964.84,963.63,44159977.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-20,PLNC,963.98,959.54,24477462.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-21,PLNC,959.54,955.72,14994770.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-22,PLNC,956.6,961.04,9069649.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-25,PLNC,961.5,958.57,9951031.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-26,PLNC,960.53,956.1,8416279.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-27,PLNC,956.54,955.75,8919627.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-28,PLNC,955.89,956.21,22816276.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
10-29,PLNC,956.28,955.97,13867647.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-02,PLNC,955.87,947.46,11879374.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-03,PLNC,947.25,946.22,18006032.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-04,PLNC,945.74,938.01,10780826.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-05,PLNC,938.04,941.61,11778475.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-08,PLNC,942.12,944.5,13917657.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-09,PLNC,944.5,936.78,10645912.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-10,PLNC,936.62,935.19,9311425.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-12,PLNC,935.17,936.57,7667591.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-15,PLNC,935.03,932.59,10215741.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-16,PLNC,932.9,927.49,12490566.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-17,PLNC,927.84,923.97,12142661.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-18,PLNC,924.03,922.02,10364580.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-19,PLNC,922.8,919.96,11771204.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-22,PLNC,919.48,917.57,10961744.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-23,PLNC,917.44,917.61,13166150.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-24,PLNC,917.67,913.05,9391232.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-25,PLNC,913.13,910.04,7775105.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-26,PLNC,907.88,897.15,11526398.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-29,PLNC,898.59,896.91,14550819.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
11-30,PLNC,897.26,898.13,11533852.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-01,PLNC,897.88,898.66,9645201.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-02,PLNC,899.96,898.48,10249068.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-03,PLNC,899.06,898.43,9328902.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-06,PLNC,898.27,894.27,8362958.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-07,PLNC,895.27,892.83,9494920.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-08,PLNC,893.31,895.42,8220947.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-09,PLNC,897.05,891.57,9009875.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-10,PLNC,892.03,892.83,10862141.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-13,PLNC,893.3,892.85,11952243.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-14,PLNC,892.85,886.98,13148916.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-15,PLNC,887.85,876.11,12076159.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-16,PLNC,875.23,876.78,8943976.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-17,PLNC,876.44,875.21,13374280.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-20,PLNC,874.13,868.29,18255297.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-21,PLNC,868.27,861.49,13685795.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-22,PLNC,861.82,859.17,14530240.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-23,PLNC,859.62,855.98,16076761.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-27,PLNC,854.23,842.21,34029466.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-28,PLNC,838.97,839.59,27467541.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-29,PLNC,841.54,863.11,11587407.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
12-30,PLNC,864.07,872.4,13796992.0,2021,Poland,679000000000.0,648000000000.0,38307726,3.861916667
02-16,UK,882.22,879.59,3825407382.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-17,UK,880.64,886.97,3456567087.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-18,UK,888.85,890.68,2993069623.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-19,UK,890.53,891.43,2379503226.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-22,UK,892.65,894.99,2668438184.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-23,UK,894.16,894.4,2822379213.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-24,UK,893.31,891.93,3776101746.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-25,UK,894.0,895.47,3318453522.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-26,UK,896.56,899.07,3208560254.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
02-29,UK,897.63,898.39,3558647881.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-01,UK,901.18,902.96,3740452734.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-02,UK,904.65,904.46,2903414133.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-03,UK,902.96,905.01,2627503915.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-04,UK,906.25,910.81,3154244854.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-07,UK,909.41,911.15,3118165508.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-08,UK,909.7,908.3,4258387786.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-09,UK,908.39,907.62,3495695196.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-10,UK,908.06,905.31,3640767895.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-11,UK,907.15,910.47,2863426015.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-14,UK,910.58,911.39,2649995527.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-15,UK,911.26,910.43,2749256025.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-16,UK,910.8,911.16,2907286065.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-17,UK,913.57,913.8,3183322646.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-18,UK,914.26,915.45,3946769662.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-21,UK,914.8,914.5,2437110951.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-22,UK,913.56,914.69,2896169090.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-23,UK,914.8,915.06,2406279356.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-24,UK,912.68,911.84,3185654437.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-29,UK,912.73,912.53,3019255275.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-30,UK,913.98,915.08,3494083058.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
03-31,UK,914.86,914.52,3930266784.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-01,UK,911.69,912.84,4191439415.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-04,UK,913.06,912.87,3249678744.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-05,UK,912.67,910.22,4325387447.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-06,UK,911.54,915.41,5121308071.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-07,UK,916.36,914.98,3968663896.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-08,UK,916.28,919.42,3667109064.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-11,UK,921.13,922.0,2787095153.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-12,UK,922.54,924.0,2996811702.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-13,UK,926.02,930.0,4264093229.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-14,UK,930.98,930.61,3007768757.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-15,UK,930.83,931.81,3766665872.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-18,UK,930.87,931.65,2951580642.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-19,UK,932.97,934.82,3207291542.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-20,UK,934.86,935.85,3088521886.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-21,UK,937.02,936.83,3408111660.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-22,UK,936.51,935.34,3791734057.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-25,UK,935.1,935.0,2750946826.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-26,UK,935.2,933.86,2887376406.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-27,UK,934.43,935.53,3418700933.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-28,UK,935.28,935.72,3638069922.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
04-29,UK,934.26,933.54,3581371951.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-03,UK,933.41,930.86,3383684161.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-04,UK,929.59,927.61,2838089344.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-05,UK,927.41,926.29,3982379246.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-06,UK,926.07,925.11,2620091713.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-09,UK,925.04,925.47,2446820640.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-10,UK,926.84,925.29,3735369931.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-11,UK,924.91,926.56,3319735090.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-12,UK,925.8,925.38,3779270622.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-13,UK,925.29,925.89,3388799984.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-16,UK,925.69,925.84,2543719360.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-17,UK,927.13,926.91,3334943640.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-18,UK,925.12,926.52,3270321601.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-19,UK,924.54,923.17,3152565805.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-20,UK,924.05,926.1,3044944172.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-23,UK,925.66,926.25,2556307980.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-24,UK,925.46,928.01,2732360469.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-25,UK,928.26,929.15,3420834374.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-26,UK,928.84,929.87,3676270402.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-27,UK,930.07,931.07,2361823309.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
05-31,UK,930.98,931.27,3496569602.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-01,UK,929.21,928.53,2861288507.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-02,UK,926.14,929.0,2803996475.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-03,UK,929.58,930.6,2618559411.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-06,UK,931.99,933.69,2766431003.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-07,UK,934.06,934.68,2850210626.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-08,UK,934.11,935.73,2860667248.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-09,UK,934.04,933.43,3026618262.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-10,UK,932.75,929.33,2745128723.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-13,UK,925.81,921.81,4013374924.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-14,UK,920.65,909.57,3438129183.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-15,UK,911.7,907.64,2525616459.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-16,UK,907.7,902.52,3108363566.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-17,UK,904.45,907.29,4001922980.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-20,UK,910.98,914.73,2815012462.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-21,UK,914.61,912.4,2406502330.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-22,UK,914.92,914.9,2833199905.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-23,UK,916.7,919.77,2802111990.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-24,UK,870.12,887.21,6577558368.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-27,UK,884.07,862.16,4982625332.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-28,UK,867.69,869.04,3605325025.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-29,UK,872.46,879.26,3733415075.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
06-30,UK,880.88,885.89,4062638623.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-01,UK,886.7,890.5,3087191780.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-04,UK,891.4,887.94,2657554755.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-05,UK,887.2,880.19,2805239691.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-06,UK,879.13,873.46,3740024755.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-07,UK,874.96,878.26,2906880707.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-08,UK,877.91,882.73,2847287836.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-11,UK,885.76,893.44,3412539574.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-12,UK,893.49,898.08,3299490158.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-13,UK,898.92,899.79,3382512817.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-14,UK,901.37,901.02,2790546591.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-15,UK,900.39,901.71,2661590076.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-18,UK,902.59,904.45,2984967700.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-19,UK,904.62,905.97,2717363262.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-20,UK,905.55,907.63,4007287733.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-21,UK,908.17,909.89,2762708077.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-22,UK,909.71,909.83,2816155680.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-25,UK,909.22,912.5,2741391676.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-26,UK,913.45,913.35,3733732421.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-27,UK,913.74,916.36,2928729564.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-28,UK,916.73,917.08,4128268506.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
07-29,UK,916.88,918.02,3630162070.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-01,UK,919.37,918.35,3045242001.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-02,UK,917.07,915.99,3146669044.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-03,UK,916.31,916.02,2609601406.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-04,UK,915.99,919.28,3038314606.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-05,UK,920.46,925.02,2428773108.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-08,UK,925.88,927.29,2762755255.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-09,UK,928.37,930.68,2927887262.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-10,UK,930.37,932.63,2695659956.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-11,UK,933.91,935.73,3188548423.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-12,UK,936.64,938.2,3437515049.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-15,UK,939.4,940.21,2343021198.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-16,UK,940.09,939.63,2718559847.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-17,UK,940.02,939.48,3138370493.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-18,UK,940.12,942.75,2457641090.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-19,UK,942.48,943.69,2482312823.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-22,UK,943.41,944.1,2904227726.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-23,UK,945.87,947.61,2893015411.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-24,UK,948.11,949.43,2507103881.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-25,UK,949.88,948.42,3569490398.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-26,UK,948.36,950.2,3348435374.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-30,UK,950.75,951.1,3136987379.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
08-31,UK,950.29,949.4,4034290047.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-01,UK,949.84,950.93,4180874949.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-02,UK,952.13,952.48,4774137573.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-05,UK,954.81,955.68,4058156318.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-06,UK,956.73,956.92,3859761537.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-07,UK,957.03,960.95,3763216059.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-08,UK,962.22,964.65,3591014034.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-09,UK,963.43,961.91,3742318864.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-12,UK,958.66,956.15,3825992168.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-13,UK,956.94,955.26,4204690311.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-14,UK,955.86,953.37,2976488246.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-15,UK,952.89,953.6,2841732119.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-16,UK,953.82,956.82,4325050756.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-19,UK,957.68,957.63,3070049113.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-20,UK,957.51,957.66,3621338605.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-21,UK,958.9,959.36,3747116616.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-22,UK,961.44,962.01,5324226422.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-23,UK,961.48,962.19,3937181989.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-26,UK,960.83,958.52,3518364159.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-27,UK,958.97,957.12,3922478567.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-28,UK,957.09,957.81,3570957191.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-29,UK,959.78,959.84,3275313080.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
09-30,UK,956.16,957.4,4573211943.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-03,UK,958.72,963.1,3544582042.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-04,UK,963.78,964.08,4369297956.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-05,UK,965.13,963.52,3474547289.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-06,UK,964.28,963.33,3607908961.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-07,UK,964.14,963.67,4844214412.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-10,UK,964.35,964.84,5009763427.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
10-11,UK,964.97,965.53,3978666514.0,2016,United Kingdom,2700000000000.0,2640000000000.0,65655203,0.740634464
