CountryID,Country,Year,AMA exchange rate,IMF based exchange rate,Population,Currency,Per capita GNI,"Agriculture, hunting, forestry, fishing (ISIC A-B)",Changes in inventories,Construction (ISIC F),Exports of goods and services,Final consumption expenditure,General government final consumption expenditure,Gross capital formation,Gross fixed capital formation (including Acquisitions less disposals of valuables),Household consumption expenditure (including Non-profit institutions serving households),Imports of goods and services,Manufacturing (ISIC D),"Mining, Manufacturing, Utilities (ISIC C-E)",Other Activities (ISIC J-P),Total Value Added,"Transport, storage and communication (ISIC I)","Wholesale, retail trade, restaurants and hotels (ISIC G-H)",Gross National Income(GNI) in USD,Gross Domestic Product (GDP)
276,Germany,1983,1.305460256,1.305460256,77566064, Euro ,9982,13540415952.0,-3115141178.0,47796142788.0,156000000000.0,619000000000.0,161000000000.0,185000000000.0,188000000000.0,458000000000.0,179000000000.0,198000000000.0,230000000000.0,278000000000.0,705000000000.0,44181372937.0,91103641094.0,774000000000.0,771000000000.0
276,Germany,1984,1.455106868,1.455106868,77568572, Euro ,9428,12592782441.0,179894691.0,43092871593.0,158000000000.0,579000000000.0,150000000000.0,172000000000.0,172000000000.0,429000000000.0,178000000000.0,185000000000.0,216000000000.0,263000000000.0,663000000000.0,41990200649.0,86585196854.0,731000000000.0,725000000000.0
276,Germany,1985,1.505226255,1.505226255,77638808, Euro ,9516,11342477529.0,-155852982.0,39943116509.0,168000000000.0,580000000000.0,151000000000.0,169000000000.0,169000000000.0,429000000000.0,183000000000.0,193000000000.0,224000000000.0,268000000000.0,671000000000.0,41973318014.0,86553186068.0,739000000000.0,733000000000.0
276,Germany,1986,1.110261798,1.110261798,77803357, Euro ,13530,16217477496.0,455329545.0,56844528122.0,223000000000.0,812000000000.0,214000000000.0,242000000000.0,242000000000.0,598000000000.0,227000000000.0,280000000000.0,321000000000.0,385000000000.0,961000000000.0,59155125177.0,122000000000.0,1050000000000.0,1050000000000.0
276,Germany,1987,0.918991766,0.918991766,78090895, Euro ,16702,17801891218.0,-8351107463.0,69858268527.0,269000000000.0,1020000000000.0,269000000000.0,293000000000.0,301000000000.0,747000000000.0,273000000000.0,339000000000.0,390000000000.0,486000000000.0,1190000000000.0,74120459072.0,153000000000.0,1300000000000.0,1300000000000.0
276,Germany,1988,0.897943584,0.897943584,78477530, Euro ,18027,20027651318.0,-3539172234.0,75319521146.0,296000000000.0,1090000000000.0,286000000000.0,326000000000.0,330000000000.0,800000000000.0,300000000000.0,366000000000.0,418000000000.0,533000000000.0,1290000000000.0,78356285424.0,162000000000.0,1410000000000.0,1400000000000.0
276,Germany,1989,0.96125004,0.96125004,78916438, Euro ,17922,21003011577.0,1938745302.0,75498544389.0,312000000000.0,1070000000000.0,273000000000.0,339000000000.0,337000000000.0,799000000000.0,321000000000.0,361000000000.0,410000000000.0,533000000000.0,1280000000000.0,78124707205.0,161000000000.0,1410000000000.0,1400000000000.0
276,Germany,1990,0.826111336,0.826111336,79370196, Euro ,22563,21251105195.0,-1909479912.0,98493636319.0,405000000000.0,1340000000000.0,338000000000.0,440000000000.0,442000000000.0,998000000000.0,408000000000.0,450000000000.0,509000000000.0,680000000000.0,1620000000000.0,100000000000.0,207000000000.0,1790000000000.0,1770000000000.0
276,Germany,1991,0.848510181,0.848510181,79801988, Euro ,23506,20586671083.0,13363422453.0,103000000000.0,442000000000.0,1400000000000.0,349000000000.0,482000000000.0,468000000000.0,1050000000000.0,451000000000.0,464000000000.0,524000000000.0,720000000000.0,1700000000000.0,109000000000.0,225000000000.0,1880000000000.0,1870000000000.0
276,Germany,1992,0.798458966,0.798458966,80205030, Euro ,26657,21432535325.0,-2229294272.0,129000000000.0,473000000000.0,1600000000000.0,410000000000.0,538000000000.0,541000000000.0,1190000000000.0,484000000000.0,498000000000.0,564000000000.0,850000000000.0,1940000000000.0,122000000000.0,251000000000.0,2140000000000.0,2130000000000.0
276,Germany,1993,0.845329519,0.845329519,80573488, Euro ,25751,19916493651.0,-6243719024.0,129000000000.0,421000000000.0,1570000000000.0,401000000000.0,496000000000.0,502000000000.0,1170000000000.0,420000000000.0,442000000000.0,505000000000.0,861000000000.0,1880000000000.0,119000000000.0,245000000000.0,2070000000000.0,2070000000000.0
276,Germany,1994,0.829721482,0.829721482,80882126, Euro ,27255,21510832709.0,747238698.0,142000000000.0,465000000000.0,1660000000000.0,426000000000.0,536000000000.0,536000000000.0,1240000000000.0,462000000000.0,459000000000.0,524000000000.0,916000000000.0,1990000000000.0,123000000000.0,264000000000.0,2200000000000.0,2210000000000.0
276,Germany,1995,0.732749012,0.732749012,81123262, Euro ,31829,25738690456.0,16666006779.0,161000000000.0,569000000000.0,1950000000000.0,502000000000.0,629000000000.0,612000000000.0,1440000000000.0,558000000000.0,531000000000.0,609000000000.0,1090000000000.0,2340000000000.0,184000000000.0,276000000000.0,2580000000000.0,2590000000000.0
276,Germany,1996,0.769378814,0.769378814,81300865, Euro ,30721,26026191031.0,1924929530.0,145000000000.0,571000000000.0,1900000000000.0,492000000000.0,581000000000.0,579000000000.0,1410000000000.0,553000000000.0,501000000000.0,575000000000.0,1080000000000.0,2260000000000.0,177000000000.0,264000000000.0,2500000000000.0,2500000000000.0
276,Germany,1997,0.886608669,0.886608669,81436087, Euro ,27110,22813898290.0,12341408765.0,121000000000.0,561000000000.0,1670000000000.0,428000000000.0,517000000000.0,505000000000.0,1240000000000.0,537000000000.0,447000000000.0,511000000000.0,953000000000.0,2010000000000.0,165000000000.0,234000000000.0,2210000000000.0,2210000000000.0
276,Germany,1998,0.899703757,0.899703757,81524383, Euro ,27307,21837187893.0,24015682740.0,115000000000.0,591000000000.0,1670000000000.0,428000000000.0,538000000000.0,514000000000.0,1250000000000.0,564000000000.0,457000000000.0,521000000000.0,955000000000.0,2030000000000.0,174000000000.0,243000000000.0,2230000000000.0,2240000000000.0
276,Germany,1999,0.938627276,0.938627276,81556965, Euro ,26717,21028581321.0,18362986506.0,108000000000.0,592000000000.0,1660000000000.0,422000000000.0,527000000000.0,508000000000.0,1230000000000.0,579000000000.0,439000000000.0,498000000000.0,952000000000.0,1980000000000.0,170000000000.0,229000000000.0,2180000000000.0,2190000000000.0
276,Germany,2000,1.085400833,1.085400833,81551677, Euro ,23693,19330186007.0,24585387426.0,90331605605.0,599000000000.0,1460000000000.0,370000000000.0,476000000000.0,451000000000.0,1090000000000.0,596000000000.0,399000000000.0,448000000000.0,835000000000.0,1750000000000.0,153000000000.0,206000000000.0,1930000000000.0,1940000000000.0
276,Germany,2001,1.11751,1.11751,81514568, Euro ,23682,21062898766.0,20856189206.0,83366591798.0,619000000000.0,1470000000000.0,368000000000.0,446000000000.0,426000000000.0,1100000000000.0,587000000000.0,395000000000.0,443000000000.0,838000000000.0,1760000000000.0,160000000000.0,211000000000.0,1930000000000.0,1940000000000.0
276,Germany,2002,1.062551667,1.062551667,81443427, Euro ,25131,18628741191.0,11594730295.0,84166260150.0,674000000000.0,1550000000000.0,398000000000.0,430000000000.0,418000000000.0,1150000000000.0,586000000000.0,409000000000.0,462000000000.0,909000000000.0,1870000000000.0,172000000000.0,224000000000.0,2050000000000.0,2070000000000.0
276,Germany,2003,0.886034167,0.886034167,81346810, Euro ,30372,20773465282.0,20583856341.0,96405988859.0,819000000000.0,1890000000000.0,482000000000.0,510000000000.0,490000000000.0,1410000000000.0,725000000000.0,495000000000.0,557000000000.0,1110000000000.0,2250000000000.0,199000000000.0,272000000000.0,2470000000000.0,2500000000000.0
276,Germany,2004,0.805365,0.805365,81266673, Euro ,34778,26718320265.0,18454986248.0,103000000000.0,1000000000000.0,2110000000000.0,529000000000.0,557000000000.0,539000000000.0,1580000000000.0,857000000000.0,563000000000.0,639000000000.0,1250000000000.0,2550000000000.0,230000000000.0,301000000000.0,2830000000000.0,2810000000000.0
276,Germany,2005,0.80412,0.80412,81212168, Euro ,35330,20687210864.0,8231358504.0,100000000000.0,1080000000000.0,2140000000000.0,534000000000.0,554000000000.0,546000000000.0,1610000000000.0,935000000000.0,571000000000.0,650000000000.0,1260000000000.0,2570000000000.0,234000000000.0,306000000000.0,2870000000000.0,2850000000000.0
276,Germany,2006,0.797140833,0.797140833,81177817, Euro ,37481,22068873233.0,19169761930.0,104000000000.0,1240000000000.0,2210000000000.0,548000000000.0,615000000000.0,596000000000.0,1670000000000.0,1080000000000.0,618000000000.0,703000000000.0,1310000000000.0,2710000000000.0,251000000000.0,317000000000.0,3040000000000.0,2990000000000.0
276,Germany,2007,0.7306375,0.7306375,81183830, Euro ,42751,26645224205.0,41777215103.0,120000000000.0,1480000000000.0,2460000000000.0,611000000000.0,731000000000.0,690000000000.0,1850000000000.0,1250000000000.0,713000000000.0,812000000000.0,1470000000000.0,3080000000000.0,288000000000.0,358000000000.0,3470000000000.0,3420000000000.0
276,Germany,2008,0.682674711,0.682674711,81217482, Euro ,46364,31271115875.0,38378453997.0,134000000000.0,1630000000000.0,2700000000000.0,681000000000.0,800000000000.0,762000000000.0,2020000000000.0,1410000000000.0,748000000000.0,867000000000.0,1610000000000.0,3350000000000.0,311000000000.0,395000000000.0,3770000000000.0,3730000000000.0
276,Germany,2009,0.71984336,0.71984336,81260615, Euro ,42754,23624584111.0,-28875726528.0,127000000000.0,1300000000000.0,2600000000000.0,679000000000.0,630000000000.0,659000000000.0,1920000000000.0,1120000000000.0,601000000000.0,714000000000.0,1530000000000.0,3050000000000.0,283000000000.0,370000000000.0,3470000000000.0,3400000000000.0
276,Germany,2010,0.755044952,0.755044952,81325090, Euro ,42600,27296388044.0,12207220213.0,132000000000.0,1450000000000.0,2540000000000.0,664000000000.0,682000000000.0,669000000000.0,1870000000000.0,1270000000000.0,669000000000.0,780000000000.0,1500000000000.0,3050000000000.0,271000000000.0,344000000000.0,3460000000000.0,3400000000000.0
276,Germany,2011,0.719355254,0.719355254,81423378, Euro ,47165,34074957925.0,42019572177.0,147000000000.0,1690000000000.0,2750000000000.0,714000000000.0,810000000000.0,768000000000.0,2040000000000.0,1500000000000.0,758000000000.0,866000000000.0,1630000000000.0,3360000000000.0,300000000000.0,380000000000.0,3840000000000.0,3740000000000.0
276,Germany,2012,0.778293601,0.778293601,81545565, Euro ,44294,29909021426.0,-27307175546.0,142000000000.0,1630000000000.0,2620000000000.0,680000000000.0,695000000000.0,723000000000.0,1940000000000.0,1420000000000.0,711000000000.0,821000000000.0,1540000000000.0,3170000000000.0,286000000000.0,348000000000.0,3610000000000.0,3530000000000.0
276,Germany,2013,0.753159182,0.753159182,81680591, Euro ,46757,35186452796.0,-816560449.0,149000000000.0,1700000000000.0,2770000000000.0,733000000000.0,749000000000.0,749000000000.0,2040000000000.0,1480000000000.0,744000000000.0,851000000000.0,1650000000000.0,3360000000000.0,312000000000.0,362000000000.0,3820000000000.0,3730000000000.0
276,Germany,2014,0.753730737,0.753730737,81858825, Euro ,48397,35131909461.0,7497372370.0,159000000000.0,1770000000000.0,2840000000000.0,761000000000.0,791000000000.0,784000000000.0,2070000000000.0,1510000000000.0,785000000000.0,890000000000.0,1700000000000.0,3500000000000.0,322000000000.0,390000000000.0,3960000000000.0,3880000000000.0
276,Germany,2015,0.901658962,0.901658962,82073226, Euro ,41825,22979863653.0,-15792001861.0,139000000000.0,1570000000000.0,2440000000000.0,661000000000.0,663000000000.0,678000000000.0,1780000000000.0,1320000000000.0,683000000000.0,771000000000.0,1470000000000.0,3020000000000.0,277000000000.0,340000000000.0,3430000000000.0,3360000000000.0
276,Germany,2016,0.904035128,0.904035128,82331423, Euro ,43161,24218085474.0,-15160915297.0,147000000000.0,1600000000000.0,2520000000000.0,690000000000.0,692000000000.0,708000000000.0,1830000000000.0,1340000000000.0,716000000000.0,809000000000.0,1500000000000.0,3120000000000.0,281000000000.0,358000000000.0,3550000000000.0,3470000000000.0
276,Germany,2017,0.885205508,0.885205508,82624374, Euro ,45735,31436767779.0,13398018753.0,156000000000.0,1740000000000.0,2660000000000.0,732000000000.0,774000000000.0,760000000000.0,1920000000000.0,1480000000000.0,753000000000.0,858000000000.0,1600000000000.0,3330000000000.0,298000000000.0,385000000000.0,3780000000000.0,3690000000000.0
276,Germany,2018,0.846772667,0.846772667,82896696, Euro ,49561,27387516037.0,27348544538.0,175000000000.0,1880000000000.0,2860000000000.0,790000000000.0,871000000000.0,844000000000.0,2070000000000.0,1640000000000.0,796000000000.0,910000000000.0,1730000000000.0,3580000000000.0,329000000000.0,414000000000.0,4110000000000.0,3970000000000.0
276,Germany,2019,0.893276257,0.893276257,83148141, Euro ,48336,30165360141.0,23721664863.0,173000000000.0,1810000000000.0,2810000000000.0,787000000000.0,860000000000.0,836000000000.0,2020000000000.0,1590000000000.0,760000000000.0,875000000000.0,1690000000000.0,3500000000000.0,326000000000.0,406000000000.0,4020000000000.0,3890000000000.0
276,Germany,2020,0.875506397,0.875506397,83328988, Euro ,48053,29267633096.0,14258034028.0,191000000000.0,1670000000000.0,2810000000000.0,854000000000.0,859000000000.0,845000000000.0,1960000000000.0,1450000000000.0,728000000000.0,844000000000.0,1740000000000.0,3530000000000.0,322000000000.0,401000000000.0,4000000000000.0,3890000000000.0
276,Germany,2021,0.845494139,0.845494139,83408554, Euro ,52885,36240345841.0,59140563725.0,213000000000.0,2000000000000.0,3040000000000.0,943000000000.0,992000000000.0,933000000000.0,2100000000000.0,1780000000000.0,803000000000.0,926000000000.0,1870000000000.0,3850000000000.0,367000000000.0,438000000000.0,4410000000000.0,4260000000000.0
344,"China, Hong Kong SAR",1970,6.060600005,6.060600005,3955072, Hong Kong Dollar ,960,32769992.0,28215028.0,251960018.0,3552783550.0,2740817739.0,215655215.0,777975777.0,749760749.0,2525162523.0,3259083256.0,724169701.0,783502369.0,1604312458.0,3670894423.0,298809794.0,699539793.0,3798468812.0,3812493809.0
344,"China, Hong Kong SAR",1971,5.98041047,5.98041047,4028605, Hong Kong Dollar ,1103,38371697.0,32940883.0,294669483.0,3986515661.0,3187908271.0,234432069.0,1086045855.0,1053104972.0,2953476202.0,3799070334.0,847565492.0,916972756.0,1876971389.0,4295407250.0,349636031.0,818785894.0,4442169953.0,4461399453.0
344,"China, Hong Kong SAR",1972,5.641416667,5.641416667,4128333, Hong Kong Dollar ,1375,49105002.0,41833464.0,377271406.0,4818647798.0,3919228326.0,302406310.0,1337252759.0,1295419295.0,3616822016.0,4365038333.0,1085166301.0,1173928153.0,2402270730.0,5497963411.0,447473533.0,1047914586.0,5675524623.0,5710090551.0
344,"China, Hong Kong SAR",1973,5.1465,5.1465,4234754, Hong Kong Dollar ,1885,68944622.0,58874964.0,531146300.0,6859419023.0,5685611581.0,416788108.0,1837559506.0,1778684543.0,5268823472.0,6352472554.0,1524262944.0,1649420794.0,3380615410.0,7732466654.0,629519951.0,1472819576.0,7983289867.0,8030117556.0
344,"China, Hong Kong SAR",1974,5.031583333,5.031583333,4342773, Hong Kong Dollar ,2150,80902556.0,134748837.0,619003418.0,8133821362.0,6668278706.0,546945130.0,2270458272.0,2135709435.0,6121333576.0,7683863595.0,1784514849.0,1930425165.0,3947406432.0,9037533298.0,735577504.0,1724218224.0,9336027168.0,9388694745.0
344,"China, Hong Kong SAR",1975,4.935166667,4.935166667,4451220, Hong Kong Dollar ,2243,86376331.0,148120631.0,664560703.0,8380061464.0,7180507244.0,602411266.0,2305697207.0,2157576576.0,6578095978.0,7818175678.0,1911568891.0,2067385527.0,4227072677.0,9676520230.0,787309944.0,1843815048.0,9984870082.0,10048090237.0
344,"China, Hong Kong SAR",1976,4.90475,4.90475,4558873, Hong Kong Dollar ,2807,110016190.0,607370406.0,854537038.0,11516998828.0,8233039401.0,701157042.0,3268260360.0,2660889954.0,7531882359.0,10141801315.0,2435488626.0,2637778515.0,5431942101.0,12402401370.0,1010589269.0,2357538257.0,12796982212.0,12876497273.0
344,"China, Hong Kong SAR",1977,4.662,4.662,4664903, Hong Kong Dollar ,3347,136928980.0,365079365.0,1026322802.0,13104032604.0,10523380524.0,877091377.0,4169026169.0,3803946804.0,9646289146.0,12077005577.0,2999702153.0,3241877267.0,6583204528.0,15115652078.0,1229323045.0,2897995455.0,15612611905.0,15719433720.0
344,"China, Hong Kong SAR",1978,4.683666667,4.683666667,4768798, Hong Kong Dollar ,3819,156303551.0,441320902.0,1222716397.0,15674898584.0,12867482742.0,1043840296.0,5261903067.0,4820582165.0,11823642446.0,15489146680.0,3493726829.0,3775874515.0,7718167619.0,17661124020.0,1435454224.0,3352607715.0,18210091723.0,18315137713.0
344,"China, Hong Kong SAR",1979,5.002666666,5.002666666,4872752, Hong Kong Dollar ,4591,188925603.0,650852878.0,1510208027.0,20190631664.0,14883462154.0,1240538380.0,7351479211.0,6700626333.0,13642923775.0,19899386995.0,4186325983.0,4553925573.0,9581397612.0,21707645180.0,1776649565.0,4096538801.0,22370469564.0,22526186035.0
344,"China, Hong Kong SAR",1980,4.976083333,4.976083333,4978544, Hong Kong Dollar ,5724,265857386.0,752599936.0,1791396940.0,25613517994.0,18951652069.0,1622159329.0,10059317067.0,9306717130.0,17329492740.0,25762631253.0,5653575191.0,6071909294.0,11822622233.0,27615501745.0,2232937443.0,5430778448.0,28495503431.0,28861855877.0
344,"China, Hong Kong SAR",1981,5.589333333,5.589333333,5077742, Hong Kong Dollar ,6016,248567470.0,707239981.0,2210179632.0,28115338740.0,20676168893.0,2119036260.0,10850489027.0,10143249046.0,18557132634.0,28586772424.0,5917327632.0,6395651474.0,13330604644.0,30197913582.0,2449917847.0,5562992516.0,30549260711.0,31055224237.0
344,"China, Hong Kong SAR",1982,6.069916667,6.069916667,5166905, Hong Kong Dollar ,6137,256565851.0,231139911.0,2192240590.0,27405153832.0,22104092588.0,2337758618.0,10004914949.0,9773775038.0,19766333969.0,27222943753.0,5525087202.0,6140544248.0,14116165686.0,31056967560.0,2594785894.0,5756665290.0,31711802315.0,32291217617.0
344,"China, Hong Kong SAR",1983,7.265166667,7.265166667,5252127, Hong Kong Dollar ,5574,213386864.0,595856943.0,1765554966.0,28132871465.0,21391250488.0,2210410406.0,7976141864.0,7380284921.0,19180840082.0,27593035260.0,5630059315.0,6361545522.0,12184618496.0,28519707056.0,2551585699.0,5443015510.0,29272969673.0,29907228557.0
344,"China, Hong Kong SAR",1984,7.818,7.818,5333571, Hong Kong Dollar ,6151,198683706.0,742261448.0,1647538928.0,34837426452.0,22646840624.0,2272320287.0,8182783321.0,7440521873.0,20374520338.0,32155666411.0,6638813166.0,7441787027.0,12507227665.0,31434854285.0,2714724865.0,6924892093.0,32808006472.0,33511383986.0
344,"China, Hong Kong SAR",1985,7.79075,7.79075,5411680, Hong Kong Dollar ,6443,202348669.0,188556943.0,1623422643.0,37099123961.0,24440265700.0,2500914546.0,7675512627.0,7486955685.0,21939351154.0,33515130122.0,6423201303.0,7366904583.0,14042680180.0,33575504661.0,3035650648.0,7304497938.0,34868914277.0,35699772166.0
344,"China, Hong Kong SAR",1986,7.803333333,7.803333333,5492791, Hong Kong Dollar ,7292,213238672.0,792353695.0,1823163243.0,43008158906.0,27711106365.0,2866595472.0,9624989321.0,8832635626.0,24844510893.0,39268859462.0,7636253959.0,8816432732.0,16390796700.0,39167379972.0,3581499328.0,8342249297.0,40054806741.0,41075395130.0
344,"China, Hong Kong SAR",1987,7.79825,7.79825,5578533, Hong Kong Dollar ,8838,205250228.0,1249767576.0,2177772978.0,57087679928.0,32154906550.0,3179174815.0,13196294040.0,11946526464.0,28975731735.0,51815984355.0,9218688445.0,10576942303.0,19820305280.0,48751358037.0,4700120024.0,11270967223.0,49304396987.0,50622896163.0
344,"China, Hong Kong SAR",1988,7.806,7.806,5665617, Hong Kong Dollar ,10289,212134794.0,1810402255.0,2599940787.0,71728414040.0,37449654112.0,3651037663.0,16928260313.0,15117858058.0,33798616449.0,66398923905.0,10265672128.0,11713430002.0,23994358041.0,58292159281.0,5937682736.0,13834612921.0,58291312554.0,59707404561.0
344,"China, Hong Kong SAR",1989,7.799916667,7.799916667,5752708, Hong Kong Dollar ,11675,207656981.0,443979102.0,3272614950.0,81398946570.0,42659301916.0,4353892670.0,18245579547.0,17801600444.0,38305409246.0,73513605915.0,10990963718.0,12542155890.0,28055597763.0,66545388481.0,6629228602.0,15838134295.0,67162384239.0,68790222118.0
344,"China, Hong Kong SAR",1990,7.78975,7.78975,5838574, Hong Kong Dollar ,12809,212060732.0,735325267.0,3842201080.0,90213678231.0,49458711769.0,5259347219.0,20901954491.0,20166629224.0,44199364550.0,83645559870.0,11215857701.0,13025433082.0,32365784294.0,75093628857.0,7840110777.0,17808038892.0,74784040528.0,76928784621.0
344,"China, Hong Kong SAR",1991,7.771166667,7.771166667,5923447, Hong Kong Dollar ,14523,215286426.0,527333948.0,4397826947.0,106000000000.0,58961803247.0,6341518862.0,23949299762.0,23421965814.0,52620284385.0,100000000000.0,11012003640.0,12962598970.0,38592010565.0,85592535530.0,8889093144.0,20535719478.0,86024667244.0,88960001716.0
344,"China, Hong Kong SAR",1992,7.740583333,7.740583333,6007685, Hong Kong Dollar ,16759,217436713.0,1057672225.0,4755374685.0,128000000000.0,69469441364.0,7949917642.0,29380731426.0,28323059201.0,61519523722.0,122000000000.0,11304921967.0,13572228574.0,46813354690.0,100000000000.0,10484136677.0,24170932924.0,101000000000.0,104000000000.0
344,"China, Hong Kong SAR",1993,7.735583333,7.735583333,6089808, Hong Kong Dollar ,19874,235264349.0,297198014.0,5494335238.0,145000000000.0,79438482338.0,8998028591.0,32796363127.0,32499165114.0,70440453747.0,137000000000.0,10475868009.0,13011500169.0,54936405958.0,114000000000.0,11664930914.0,28645243577.0,121000000000.0,120000000000.0
344,"China, Hong Kong SAR",1994,7.728416667,7.728416667,6168707, Hong Kong Dollar ,22063,240168732.0,2751275056.0,5913937849.0,162000000000.0,91623424375.0,10242718970.0,42616749873.0,39865474817.0,81380705405.0,160000000000.0,9902358457.0,13080977458.0,66504511620.0,131000000000.0,13671076109.0,31903059351.0,136000000000.0,136000000000.0
344,"China, Hong Kong SAR",1995,7.735833333,7.735833333,6243859, Hong Kong Dollar ,23370,230184876.0,5901885166.0,6994411701.0,183000000000.0,102000000000.0,11611160185.0,49602283744.0,43700398578.0,89920758376.0,189000000000.0,9552487970.0,12920778197.0,71069177518.0,141000000000.0,15228311960.0,34637616064.0,146000000000.0,145000000000.0
344,"China, Hong Kong SAR",1996,7.734254167,7.734254167,6333444, Hong Kong Dollar ,25000,228280757.0,1262177295.0,8353601320.0,194000000000.0,111000000000.0,13007976960.0,50790934916.0,49528757621.0,98290666898.0,197000000000.0,9333694063.0,13166162116.0,79748379558.0,157000000000.0,16558295314.0,38737456168.0,158000000000.0,160000000000.0
344,"China, Hong Kong SAR",1997,7.742083333,7.742083333,6441236, Hong Kong Dollar ,27512,225580992.0,1590398794.0,9266029727.0,204000000000.0,123000000000.0,14266056725.0,60655120822.0,59064722028.0,108000000000.0,210000000000.0,9115575138.0,13262733714.0,90812900837.0,171000000000.0,16962908990.0,40827126684.0,177000000000.0,177000000000.0
